VideoFile,Name,Timestamp,Emotion
Rev_2/23-04-2019.mp4,albert_rivera,297.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,298.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,299.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,300.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,301.0,happy
Rev_2/23-04-2019.mp4,pedro_sanchez,302.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,303.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,309.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,310.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,311.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,312.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,313.0,angry
Rev_2/23-04-2019.mp4,pedro_sanchez,314.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,316.0,happy
Rev_2/23-04-2019.mp4,Desconocido,320.0,happy
Rev_2/23-04-2019.mp4,Desconocido,320.0,fear
Rev_2/23-04-2019.mp4,albert_rivera,321.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,322.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,323.0,angry
Rev_2/23-04-2019.mp4,Desconocido,324.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,324.0,happy
Rev_2/23-04-2019.mp4,albert_rivera,325.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,326.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,327.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,328.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,329.0,angry
Rev_2/23-04-2019.mp4,albert_rivera,333.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,333.0,happy
Rev_2/23-04-2019.mp4,albert_rivera,334.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,335.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,335.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,336.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,337.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,338.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,339.0,sad
